Node	Beg	End
NODE_41	240662	240733
NODE_41	241849	242407
NODE_41	258558	259586
NODE_41	375007	376955
NODE_41	378747	380333
NODE_41	417924	420142
NODE_41	442357	442735
NODE_41	458132	459002
NODE_41	461052	461988
NODE_41	465062	465075
NODE_41	485933	487001
NODE_41	489194	490753
NODE_41	493515	494526
NODE_41	499425	503864
NODE_41	506447	506941
NODE_41	510292	512273
NODE_41	520473	521282
NODE_41	523164	523407
NODE_41	525668	525875
NODE_41	548310	548647
NODE_41	559658	560148
NODE_41	570585	570889
NODE_41	573199	574129
NODE_41	575526	577490
NODE_41	588100	590151
NODE_41	593863	594078
NODE_41	597852	598124
NODE_41	633682	633895
NODE_41	640381	641132
NODE_41	642258	642483
NODE_41	644687	646225
NODE_41	714828	716343
NODE_41	728041	729060
NODE_41	739428	744776
NODE_41	765220	765585
NODE_41	811946	814897
NODE_41	840834	841915
NODE_41	851316	852655
NODE_41	861041	863313
NODE_41	917102	920117
NODE_41	924193	924696
NODE_41	963485	963986
NODE_41	965735	966206
NODE_41	973600	973608
NODE_41	979077	981321
NODE_41	982550	982880
NODE_41	983789	984509
NODE_41	995090	1002453
NODE_41	1006285	1008548
NODE_41	1013496	1014501
NODE_41	1017613	1017942
NODE_41	1030483	1032299
NODE_41	1045342	1046360
NODE_41	1047233	1048657
NODE_41	1060619	1065321
NODE_41	1066395	1067934
NODE_41	1082738	1083155
NODE_41	1090397	1090909
NODE_41	1096955	1099599
NODE_41	1118377	1119577
NODE_41	1121162	1122077
NODE_41	1144384	1147257
NODE_41	1225223	1225900
NODE_41	1235363	1235715
NODE_41	1252612	1263987
NODE_41	1265933	1271745
NODE_41	1273131	1276584
NODE_41	1295305	1295641
NODE_41	1296396	1297101
NODE_41	1301902	1304951
NODE_41	1324054	1324658
NODE_41	1333014	1333251
NODE_41	1345909	1347708
NODE_41	1354153	1354313
NODE_41	1359082	1360150
NODE_41	1363553	1364662
NODE_41	1382543	1382799
NODE_41	1388077	1389428
NODE_41	1391065	1392532
NODE_41	1455171	1456733
NODE_41	1460081	1460697
NODE_41	1493082	1493250
NODE_41	1500858	1502147
NODE_41	1508335	1513974
NODE_41	1619831	1621523
NODE_41	1630262	1630558
NODE_41	1638464	1640315
NODE_42	9748	10996
NODE_42	45597	48905
NODE_42	49992	50122
NODE_42	51968	56360
NODE_42	57712	58123
NODE_42	264505	266208
NODE_42	338177	340764
NODE_42	1001467	1007251
NODE_42	1183321	1193705
NODE_42	1195000	1196258
NODE_42	1199038	1199419
NODE_42	1201047	1201155
NODE_43	3631	3787
NODE_43	32572	32803
NODE_43	48159	49142
NODE_43	141431	142200
NODE_43	463334	463663
NODE_43	465074	466993
NODE_43	467839	470124
NODE_43	588641	588906
NODE_43	590071	590203
NODE_43	591567	593380
NODE_43	605279	606029
NODE_43	798025	798540
NODE_43	1001555	1002145
NODE_43	1099172	1099374
NODE_43	1105060	1105389
NODE_43	1165460	1166347
NODE_43	1182763	1184205
NODE_43	1185465	1187494
NODE_43	1242490	1242780
NODE_43	1347579	1348209
NODE_43	1350744	1350978
NODE_43	1420460	1420889
NODE_43	1512157	1512787
NODE_44	1	846
NODE_44	3499	3787
NODE_44	20503	20974
NODE_44	28502	29137
NODE_44	30724	31360
NODE_44	32572	32970
NODE_44	58285	59210
NODE_44	60581	61065
NODE_44	65978	67142
NODE_44	68212	68793
NODE_44	138106	138235
NODE_44	138913	139521
NODE_44	141977	144322
NODE_44	206344	207409
NODE_44	209935	212972
NODE_44	237844	238774
NODE_44	240662	242407
NODE_44	244330	245565
NODE_44	252374	252824
NODE_44	281355	281917
NODE_44	286904	288549
NODE_44	305055	305474
NODE_44	318683	318728
NODE_44	346906	347584
NODE_44	364927	366109
NODE_44	373939	375491
NODE_44	378068	378378
NODE_44	390595	393148
NODE_44	404963	407884
NODE_44	409397	409781
NODE_44	410880	415921
NODE_44	438580	438654
NODE_44	440050	440413
NODE_44	453844	454991
NODE_44	456566	456581
NODE_44	457844	459185
NODE_44	503516	509519
NODE_44	516744	518139
NODE_44	519050	521127
NODE_44	523380	524447
NODE_44	535059	536421
NODE_44	542641	543195
NODE_44	548660	549802
NODE_44	551932	552100
NODE_44	560367	560528
NODE_44	563432	564077
NODE_44	568610	568709
NODE_44	575850	577490
NODE_44	588148	589014
NODE_44	593380	594015
NODE_44	596569	599843
NODE_44	601975	602110
NODE_44	609003	609329
NODE_44	615283	616619
NODE_44	617751	623628
NODE_44	626631	628411
NODE_44	630158	631122
NODE_44	632473	633819
NODE_44	635386	637301
NODE_44	640738	641408
NODE_44	643804	647549
NODE_44	659384	659447
NODE_44	681275	682020
NODE_44	689521	690382
NODE_44	704340	707483
NODE_44	711492	720035
NODE_44	722064	726001
NODE_44	728303	729210
NODE_44	749109	750014
NODE_44	808430	808806
NODE_44	890173	894685
NODE_44	918306	918730
NODE_44	941984	944121
NODE_44	945771	946684
NODE_44	950486	956285
NODE_44	979077	979952
NODE_44	982353	982567
NODE_44	989619	989701
NODE_44	991476	992897
NODE_44	998232	1000127
NODE_44	1013253	1014319
NODE_44	1021506	1022291
NODE_44	1067557	1067608
NODE_44	1082738	1083155
NODE_44	1090397	1090909
NODE_44	1096955	1098918
NODE_44	1102821	1104036
NODE_44	1105679	1105782
NODE_44	1106965	1107962
NODE_44	1114435	1116479
NODE_44	1122382	1123046
NODE_44	1126925	1127062
NODE_44	1163814	1164324
NODE_44	1171137	1171716
NODE_44	1189375	1189687
NODE_44	1193765	1194958
NODE_44	1205061	1206678
NODE_44	1208210	1208359
NODE_44	1223972	1228832
NODE_44	1230070	1230834
NODE_44	1235995	1238287
NODE_44	1240264	1240417
NODE_44	1245730	1246651
NODE_44	1252412	1252850
NODE_44	1258232	1269436
NODE_44	1270125	1280047
NODE_44	1305825	1307884
NODE_44	1310775	1311611
NODE_44	1318894	1319382
NODE_44	1320286	1320621
NODE_44	1322493	1322948
NODE_44	1331388	1343066
NODE_44	1344718	1345333
NODE_44	1346658	1347777
NODE_44	1349642	1349838
NODE_44	1354167	1354313
NODE_44	1359082	1360150
NODE_44	1363553	1364662
NODE_44	1382543	1383055
NODE_44	1387762	1389738
NODE_44	1391187	1391674
NODE_44	1396026	1396784
NODE_44	1407044	1407209
NODE_44	1413220	1414732
NODE_44	1417113	1418640
NODE_44	1425749	1425961
NODE_44	1433602	1433970
NODE_44	1444052	1444706
NODE_44	1450388	1453033
NODE_44	1453781	1455386
NODE_44	1459935	1460161
NODE_44	1467483	1467646
NODE_44	1477276	1479064
NODE_44	1488898	1489048
NODE_44	1491051	1491509
NODE_44	1492863	1492909
NODE_44	1493992	1495504
NODE_44	1497232	1500645
NODE_44	1503019	1509375
NODE_44	1511053	1516027
NODE_44	1518693	1519959
NODE_44	1563134	1563581
NODE_44	1628692	1632092
NODE_44	1634317	1635506
NODE_44	1638164	1641481
NODE_45	66463	66963
NODE_45	68826	68904
NODE_45	212674	212972
NODE_45	216761	219608
NODE_45	237844	238763
NODE_45	240788	241101
NODE_45	243184	244195
NODE_45	375163	375485
NODE_45	376423	377563
NODE_45	381090	383289
NODE_45	419944	420449
NODE_45	506700	507142
NODE_45	510824	511334
NODE_45	568439	569380
NODE_45	572100	572682
NODE_45	575041	575352
NODE_45	594262	594377
NODE_45	606433	607344
NODE_45	642516	646159
NODE_45	727696	732340
NODE_45	811721	813740
NODE_45	915546	920831
NODE_45	922782	926790
NODE_45	927974	928208
NODE_45	935823	937014
NODE_45	940204	940658
NODE_45	957247	957340
NODE_45	958990	959437
NODE_45	978753	978883
NODE_45	980422	981337
NODE_45	992142	993032
NODE_45	998193	999412
NODE_45	1013613	1014636
NODE_45	1037483	1038459
NODE_45	1051356	1053107
NODE_45	1058627	1059890
NODE_45	1062729	1065513
NODE_45	1082795	1083130
NODE_45	1090730	1092142
NODE_45	1100531	1100723
NODE_45	1106713	1106719
NODE_45	1108100	1108319
NODE_45	1125174	1125692
NODE_45	1146085	1149154
NODE_45	1159326	1161730
NODE_45	1163891	1165143
NODE_45	1166925	1167909
NODE_45	1171970	1172636
NODE_45	1174566	1174693
NODE_45	1189514	1189579
NODE_45	1218551	1223476
NODE_45	1225220	1225841
NODE_45	1230507	1230834
NODE_45	1248665	1249825
NODE_45	1253957	1254146
NODE_45	1258845	1261446
NODE_45	1262381	1262474
NODE_45	1263554	1263954
NODE_45	1265088	1265133
NODE_45	1266062	1266620
NODE_45	1268232	1270228
NODE_45	1271302	1271791
NODE_45	1272966	1276502
NODE_45	1294663	1296324
NODE_45	1324441	1325018
NODE_45	1325946	1326075
NODE_45	1342916	1343681
NODE_45	1345168	1345445
NODE_45	1346464	1350887
NODE_45	1354152	1354329
NODE_45	1358098	1360284
NODE_45	1363311	1364742
NODE_45	1382561	1383604
NODE_45	1384890	1389052
NODE_45	1391759	1392059
NODE_45	1394840	1399038
NODE_45	1462718	1463957
NODE_45	1494484	1494601
NODE_45	1498457	1499652
NODE_45	1598016	1598099
NODE_45	1603188	1603238
NODE_46	27578	27951
NODE_46	95657	95879
NODE_46	101234	102954
NODE_46	146732	146949
NODE_46	245374	246415
NODE_46	249485	249653
NODE_46	281287	281947
NODE_46	305874	306114
NODE_46	307986	308351
NODE_46	310651	311055
NODE_46	312880	313760
NODE_46	314734	315478
NODE_46	342294	345287
NODE_46	359769	365013
NODE_46	367383	368184
NODE_46	373954	374434
NODE_46	379824	382083
NODE_46	383442	384409
NODE_46	399808	404491
NODE_46	419424	422429
NODE_46	454733	456611
NODE_46	470235	470466
NODE_46	496586	498587
NODE_46	508960	509012
NODE_46	510917	511249
NODE_46	525290	525437
NODE_46	526903	527499
NODE_46	528775	529243
NODE_46	532179	532844
NODE_46	541586	542358
NODE_46	573346	573361
NODE_46	588996	589022
NODE_46	595849	596602
NODE_46	608823	609783
NODE_46	624439	625139
NODE_46	632547	632804
NODE_46	642531	642765
NODE_46	646856	647525
NODE_46	650354	651600
NODE_46	654476	657072
NODE_46	659441	667369
NODE_46	693426	694429
NODE_46	712516	712947
NODE_46	762852	765082
NODE_46	770435	771429
NODE_46	781114	782740
NODE_46	791368	792443
NODE_46	798661	799540
NODE_46	801133	801674
NODE_46	808463	813608
NODE_46	858214	858666
NODE_46	889238	898860
NODE_46	902163	906966
NODE_46	908614	908928
NODE_46	912678	912941
NODE_46	915670	917944
NODE_46	921953	924580
NODE_46	942317	943417
NODE_46	944413	945528
NODE_46	949551	950981
NODE_46	955731	956807
NODE_46	958453	960542
NODE_46	980048	980066
NODE_46	983804	984865
NODE_46	986636	993437
NODE_46	994361	994687
NODE_46	1019629	1023984
NODE_46	1026851	1027044
NODE_46	1028001	1029070
NODE_46	1046339	1047038
NODE_46	1058459	1059216
NODE_46	1064789	1065423
NODE_46	1069153	1069246
NODE_46	1146022	1147233
NODE_46	1164491	1165150
NODE_46	1171680	1171779
NODE_46	1217358	1220843
NODE_46	1231885	1232344
NODE_46	1233631	1235461
NODE_46	1237300	1237786
NODE_46	1241707	1241827
NODE_46	1263840	1264752
NODE_46	1267286	1268142
NODE_46	1272046	1272734
NODE_46	1276793	1277615
NODE_46	1283106	1283871
NODE_46	1291385	1293206
NODE_46	1296255	1296739
NODE_46	1302490	1303110
NODE_46	1310324	1311014
NODE_46	1312465	1312996
NODE_46	1321167	1321925
NODE_46	1325027	1332960
NODE_46	1337569	1337614
NODE_46	1338464	1342464
NODE_46	1379476	1379698
NODE_46	1381128	1381566
NODE_46	1401535	1402182
NODE_46	1403872	1403930
NODE_46	1407936	1409211
NODE_46	1410711	1411101
NODE_46	1455184	1455384
NODE_46	1462630	1463944
NODE_46	1474181	1474267
NODE_46	1477694	1478776
NODE_46	1488669	1488815
NODE_46	1495616	1495720
NODE_46	1562259	1562319
NODE_46	1571038	1571512
NODE_46	1573955	1574072
NODE_46	1574817	1576291
NODE_46	1577288	1578415
NODE_46	1579810	1582095
NODE_46	1598191	1598428
NODE_47	10945	12499
NODE_47	25624	28038
NODE_47	45710	48759
NODE_47	50009	50155
NODE_47	51959	53027
NODE_47	55424	55583
NODE_47	56362	57736
NODE_47	138781	140091
NODE_47	145780	146494
NODE_47	148688	151331
NODE_47	344294	345287
NODE_47	359769	368184
NODE_47	372675	372768
NODE_47	373954	377675
NODE_47	379824	384409
NODE_47	584114	584709
NODE_47	586487	587465
NODE_47	592158	594340
NODE_47	596293	598325
NODE_47	632659	633427
NODE_47	635862	637301
NODE_47	640738	647525
NODE_47	650354	651600
NODE_47	653162	661436
NODE_47	709596	710103
NODE_47	711607	713105
NODE_47	725716	726558
NODE_47	753985	754937
NODE_47	755990	757194
NODE_47	775233	780834
NODE_47	808430	808806
NODE_47	890173	894574
NODE_47	944638	945528
NODE_47	949551	950981
NODE_47	954403	954739
NODE_47	955731	960542
NODE_47	973600	973608
NODE_47	998594	1000666
NODE_47	1001467	1004951
NODE_47	1011740	1012456
NODE_47	1013613	1014319
NODE_47	1019119	1021257
NODE_47	1064374	1067987
NODE_47	1106713	1109837
NODE_47	1110926	1112203
NODE_47	1116136	1116245
NODE_47	1120186	1123209
NODE_47	1125033	1127559
NODE_47	1252830	1259617
NODE_47	1260541	1260567
NODE_47	1262633	1263522
NODE_47	1266278	1267584
NODE_47	1269066	1270846
NODE_47	1273671	1274859
NODE_47	1292990	1293068
NODE_47	1433920	1434144
NODE_47	1452664	1453868
NODE_47	1461177	1462308
NODE_47	1472662	1474393
NODE_47	1477090	1479208
NODE_47	1492513	1492629
NODE_47	1512916	1513782
NODE_47	1563134	1563758
NODE_47	1638007	1638977
NODE_47	1639946	1640949
NODE_48	2923	5476
NODE_48	25871	26013
NODE_48	33693	33807
NODE_48	49151	50066
NODE_48	64898	65609
NODE_48	141431	142200
NODE_48	143942	144512
NODE_48	234585	236519
NODE_48	237492	238653
NODE_48	265851	266400
NODE_48	305937	307180
NODE_48	308934	309768
NODE_48	366001	367162
NODE_48	377291	377675
NODE_48	549902	549998
NODE_48	588641	588906
NODE_48	592476	592485
NODE_48	593570	593920
NODE_48	598640	600188
NODE_48	605279	606029
NODE_48	615536	617016
NODE_48	625211	627186
NODE_48	657387	658205
NODE_48	659055	659708
NODE_48	691674	692057
NODE_48	706297	707947
NODE_48	785668	787082
NODE_48	1017036	1018029
NODE_48	1019119	1019320
NODE_48	1025706	1026027
NODE_48	1066019	1066344
NODE_48	1067545	1071374
NODE_48	1074217	1074565
NODE_48	1080138	1085375
NODE_48	1086645	1086831
NODE_48	1102197	1102488
NODE_48	1105141	1105259
NODE_48	1116659	1116686
NODE_48	1127734	1127953
NODE_48	1163808	1164360
NODE_48	1225223	1225778
NODE_48	1230107	1230722
NODE_48	1258853	1260220
NODE_48	1261297	1261389
NODE_48	1262372	1262876
NODE_48	1308046	1312295
NODE_48	1314742	1317437
NODE_48	1340761	1341423
NODE_48	1354086	1354329
NODE_48	1359250	1359996
NODE_48	1364468	1364562
NODE_48	1445002	1445503
NODE_48	1476227	1476320
NODE_48	1634335	1634371
NODE_48	1639528	1640351
NODE_49	8854	8998
NODE_49	30211	33659
NODE_49	146791	146950
NODE_49	149058	151734
NODE_49	212674	212972
NODE_49	215858	217392
NODE_49	219695	220606
NODE_49	223170	226821
NODE_49	227553	228868
NODE_49	235758	236509
NODE_49	241612	242407
NODE_49	249530	250687
NODE_49	252374	252824
NODE_49	264347	266285
NODE_49	277520	283217
NODE_49	284387	289437
NODE_49	315700	315892
NODE_49	318683	318728
NODE_49	321065	322151
NODE_49	324634	325277
NODE_49	327922	328763
NODE_49	335644	337299
NODE_49	338084	340959
NODE_49	516744	518139
NODE_49	519050	521127
NODE_49	522609	524301
NODE_49	536367	539771
NODE_49	573871	574039
NODE_49	575041	576902
NODE_49	578419	579247
NODE_49	588060	590400
NODE_49	606310	607344
NODE_49	608646	609783
NODE_49	629820	630847
NODE_49	686725	692054
NODE_49	693235	695959
NODE_49	706403	707466
NODE_49	710691	711898
NODE_49	784804	788877
NODE_49	791581	791880
NODE_49	794351	796048
NODE_49	798661	799177
NODE_49	800370	801462
NODE_49	806788	806839
NODE_49	857365	857941
NODE_49	882119	884920
NODE_49	918306	918730
NODE_49	979077	979952
NODE_49	982353	982670
NODE_49	989619	989701
NODE_49	991476	992897
NODE_49	997278	998880
NODE_49	1023987	1025397
NODE_49	1036929	1038006
NODE_49	1080344	1080624
NODE_49	1089995	1090697
NODE_49	1091810	1092456
NODE_49	1096915	1102299
NODE_49	1119846	1120159
NODE_49	1127595	1129482
NODE_49	1133519	1143968
NODE_49	1187287	1189795
NODE_49	1199518	1199816
NODE_49	1215665	1215896
NODE_49	1237072	1237786
NODE_49	1259572	1260453
NODE_49	1263741	1265160
NODE_49	1267536	1267668
NODE_49	1269837	1276433
NODE_49	1277518	1277615
NODE_49	1279605	1279904
NODE_49	1295227	1296367
NODE_49	1331388	1341430
NODE_49	1344853	1345092
NODE_49	1346464	1348471
NODE_49	1350040	1354223
NODE_49	1380969	1385087
NODE_49	1402335	1402682
NODE_49	1450202	1450772
NODE_49	1455161	1455385
NODE_49	1488902	1488913
NODE_49	1495616	1496597
NODE_49	1499062	1510750
NODE_49	1606681	1606942
NODE_50	28275	30037
NODE_50	48205	48596
NODE_50	54248	54875
NODE_50	66187	67319
NODE_50	68369	68904
NODE_50	214017	214632
NODE_50	229887	232663
NODE_50	235597	235741
NODE_50	238647	238815
NODE_50	244402	247236
NODE_50	249815	250528
NODE_50	306552	306771
NODE_50	325099	328021
NODE_50	506700	507142
NODE_50	568718	569380
NODE_50	572421	572682
NODE_50	588746	589200
NODE_50	591458	592281
NODE_50	599582	600706
NODE_50	633682	633895
NODE_50	644936	646159
NODE_50	706995	707084
NODE_50	728076	732340
NODE_50	1002611	1004556
NODE_50	1080139	1084761
NODE_50	1086293	1087362
NODE_50	1090729	1090789
NODE_50	1098816	1100837
NODE_50	1101574	1101867
NODE_50	1105060	1105120
NODE_50	1182763	1187298
NODE_50	1188055	1188232
NODE_50	1189492	1189635
NODE_50	1191057	1191575
NODE_50	1255770	1258403
NODE_50	1275261	1275459
NODE_50	1279926	1282925
NODE_50	1294723	1294993
NODE_50	1317338	1318697
NODE_50	1320831	1324408
NODE_50	1358098	1360293
NODE_50	1380930	1381263
NODE_50	1385981	1389052
NODE_50	1410435	1410776
NODE_50	1478291	1478302
NODE_50	1606756	1607396
NODE_51	25565	26093
NODE_51	30286	33315
NODE_51	47161	48459
NODE_51	50009	56579
NODE_51	99907	100647
NODE_51	116785	117559
NODE_51	138319	140146
NODE_51	145154	145564
NODE_51	192180	197940
NODE_51	199478	199757
NODE_51	203386	203626
NODE_51	218640	218973
NODE_51	235954	238809
NODE_51	240950	242641
NODE_51	247872	255950
NODE_51	261276	263052
NODE_51	266043	266747
NODE_51	267687	270402
NODE_51	281287	282175
NODE_51	316971	317145
NODE_51	322509	322897
NODE_51	329071	329675
NODE_51	340653	340764
NODE_51	342294	345584
NODE_51	373939	376499
NODE_51	377756	378864
NODE_51	380528	380905
NODE_51	466411	466470
NODE_51	524307	526816
NODE_51	542358	545933
NODE_51	550088	554316
NODE_51	555566	557287
NODE_51	559906	560463
NODE_51	562257	562349
NODE_51	564347	572109
NODE_51	575569	576389
NODE_51	588100	589339
NODE_51	590130	590151
NODE_51	592158	594078
NODE_51	595639	595785
NODE_51	597561	598124
NODE_51	605910	606331
NODE_51	608068	609235
NODE_51	610877	613332
NODE_51	629931	631810
NODE_51	636961	639702
NODE_51	640780	642596
NODE_51	645169	647549
NODE_51	661140	662996
NODE_51	706179	706463
NODE_51	708199	708259
NODE_51	712516	714372
NODE_51	762852	765223
NODE_51	785906	786695
NODE_51	794537	794767
NODE_51	808430	808806
NODE_51	856386	856758
NODE_51	859141	860813
NODE_51	889238	898860
NODE_51	911630	914595
NODE_51	918433	920117
NODE_51	946477	946525
NODE_51	950018	953822
NODE_51	955731	958128
NODE_51	968186	969146
NODE_51	979104	979976
NODE_51	980710	982748
NODE_51	989604	998446
NODE_51	1000013	1006787
NODE_51	1013496	1016426
NODE_51	1022602	1023984
NODE_51	1028495	1028926
NODE_51	1065552	1066591
NODE_51	1080433	1080655
NODE_51	1088642	1098542
NODE_51	1099236	1102197
NODE_51	1104786	1105786
NODE_51	1106713	1108577
NODE_51	1118734	1119589
NODE_51	1127616	1127953
NODE_51	1160982	1173678
NODE_51	1174693	1181676
NODE_51	1187890	1190032
NODE_51	1191949	1201383
NODE_51	1207981	1209550
NODE_51	1221188	1228552
NODE_51	1236638	1237862
NODE_51	1240056	1240876
NODE_51	1241707	1241988
NODE_51	1242705	1246651
NODE_51	1248042	1250726
NODE_51	1252282	1263524
NODE_51	1265457	1267572
NODE_51	1268910	1278963
NODE_51	1292697	1293072
NODE_51	1294498	1294636
NODE_51	1328180	1328183
NODE_51	1330600	1332441
NODE_51	1337425	1337668
NODE_51	1338464	1343711
NODE_51	1346466	1347951
NODE_51	1348791	1350554
NODE_51	1352256	1354226
NODE_51	1358716	1358834
NODE_51	1360140	1360284
NODE_51	1361190	1362134
NODE_51	1364390	1364677
NODE_51	1379503	1379699
NODE_51	1382561	1383604
NODE_51	1384890	1385413
NODE_51	1426009	1426286
NODE_51	1428460	1429372
NODE_51	1439267	1440749
NODE_51	1467923	1479179
NODE_51	1488669	1489042
NODE_51	1491077	1492629
NODE_51	1498415	1500684
NODE_51	1511987	1512787
NODE_51	1518516	1519942
NODE_51	1520695	1521855
NODE_51	1563134	1563758
NODE_51	1595108	1596810
NODE_51	1602375	1603016
NODE_51	1603986	1607555
NODE_51	1609626	1609695
NODE_51	1616355	1626559
NODE_51	1628697	1629148
NODE_51	1629845	1632817
NODE_51	1634341	1634683
NODE_51	1638374	1638977
NODE_51	1639946	1641126
